OS;Categoria;Linha;Equipamento;Descricao;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Oficina;Tipo;MP;SS;Status
OS90583;Pomadas;P-02;Esteira P-02;Corretiva banco;04/01/2022 07:12;04/01/2022 10:09;2,95;02/02/2022 18:53;02/02/2022 21:36;2,72;Automação;Corretiva;;;FECH
OS90585;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;20/01/2022 04:48;20/01/2022 06:01;1,22;12/02/2022 01:39;12/02/2022 02:24;0,75;Mecânica;Corretiva;;;FECH
OS90591;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;17/01/2022 04:48;17/01/2022 08:58;4,17;29/01/2022 19:49;30/01/2022 00:00;4,18;Mecânica;Corretiva;;;FECH
OS90595;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;21/01/2022 02:24;21/01/2022 06:00;3,6;26/01/2022 02:24;26/01/2022 06:00;3,6;Automação;Corretiva;;SS48369;FECH
OS90596;Pomadas;P-01;Seladora de pacotes P-01;Corretiva banco;13/02/2022 19:12;13/02/2022 23:55;4,72;02/03/2022 05:21;02/03/2022 09:36;4,25;Mecânica;Corretiva;;SS48370;FECH
OS90607;Xarope;X-02;Esteira X-02;Corretiva banco;02/01/2022 02:24;02/01/2022 03:27;1,05;20/01/2022 08:18;20/01/2022 09:36;1,3;Mecânica;Corretiva;;;FECH
OS90608;Pomadas;P-02;Envasadora P-02;Corretiva banco;11/02/2022 02:24;11/02/2022 07:20;4,93;06/03/2022 16:10;06/03/2022 21:36;5,43;Mecânica;Corretiva;;SS48382;FECH
OS90614;Xarope;X-02;Envasadora X-02;Corretiva banco;07/01/2022 19:12;07/01/2022 21:20;2,13;08/02/2022 09:37;08/02/2022 12:00;2,38;Mecânica;Corretiva;;SS48388;FECH
OS90619;Pomadas;P-02;Envasadora P-02;Corretiva banco;26/02/2022 19:12;26/02/2022 21:36;2,4;31/03/2022 07:12;31/03/2022 09:36;2,4;Mecânica;Corretiva;;SS48393;FECH
OS90635;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;23/01/2022 02:24;23/01/2022 07:17;4,88;24/01/2022 04:27;24/01/2022 09:36;5,15;Mecânica;Corretiva;;;FECH
OS90636;Pomadas;P-02;Esteira P-02;Corretiva banco;28/01/2022 14:24;28/01/2022 17:58;3,57;18/02/2022 06:15;18/02/2022 09:36;3,35;Elétrica;Corretiva;;;FECH
OS90639;Xarope;X-02;Esteira X-02;Corretiva banco;02/01/2022 07:12;02/01/2022 08:29;1,28;07/01/2022 07:12;07/01/2022 08:29;1,28;Mecânica;Corretiva;;;FECH
OS90644;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;09/01/2022 07:12;09/01/2022 08:29;1,28;09/02/2022 13:06;09/02/2022 14:24;1,3;Mecânica;Corretiva;;;FECH
OS90646;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;02/01/2022 12:00;02/01/2022 16:56;4,93;16/01/2022 21:27;17/01/2022 02:24;4,95;Mecânica;Corretiva;;;FECH
OS90648;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;22/01/2022 12:00;22/01/2022 13:39;1,65;27/01/2022 12:00;27/01/2022 13:39;1,65;Automação;Corretiva;;;FECH
OS90655;Xarope;X-02;Esteira X-02;Corretiva banco;13/02/2022 02:24;13/02/2022 03:33;1,15;11/03/2022 13:29;11/03/2022 14:24;0,92;Elétrica;Corretiva;;SS48429;FECH
OS90661;Xarope;X-01;Envasadora X-01;Corretiva banco;19/01/2022 14:24;19/01/2022 16:45;2,35;10/02/2022 21:53;11/02/2022 00:00;2,12;Mecânica;Corretiva;;SS48435;FECH
OS90662;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;11/02/2022 02:24;11/02/2022 04:39;2,25;12/02/2022 19:06;12/02/2022 21:36;2,5;Elétrica;Corretiva;;SS48436;FECH
OS90666;Pomadas;P-01;Seladora de pacotes P-01;Corretiva banco;21/02/2022 09:36;21/02/2022 11:49;2,22;29/03/2022 02:34;29/03/2022 04:48;2,23;Elétrica;Corretiva;;SS48440;FECH
OS90671;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;31/01/2022 21:36;01/02/2022 01:14;3,63;05/02/2022 04:01;05/02/2022 07:12;3,18;Elétrica;Corretiva;;;FECH
OS90672;Xarope;X-01;Seladora X-01;Corretiva banco;25/02/2022 04:48;25/02/2022 07:14;2,43;27/02/2022 18:40;27/02/2022 21:36;2,93;Elétrica;Corretiva;;;FECH
OS90674;Xarope;X-01;Envasadora X-01;Corretiva banco;06/01/2022 02:24;06/01/2022 03:38;1,23;08/02/2022 08:49;08/02/2022 09:36;0,78;Mecânica;Corretiva;;;FECH
OS90689;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;21/02/2022 09:36;21/02/2022 13:17;3,68;25/02/2022 11:11;25/02/2022 14:24;3,22;Mecânica;Corretiva;;;FECH
OS90694;Xarope;X-02;Esteira X-02;Corretiva banco;12/01/2022 09:36;12/01/2022 13:32;3,93;14/02/2022 07:20;14/02/2022 12:00;4,67;Mecânica;Corretiva;;;FECH
OS90696;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;24/02/2022 16:48;24/02/2022 20:58;4,17;13/03/2022 00:51;13/03/2022 04:48;3,95;Automação;Corretiva;;;FECH
OS90701;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;04/02/2022 07:12;04/02/2022 12:02;4,83;22/02/2022 09:33;22/02/2022 14:24;4,85;Mecânica;Corretiva;;;FECH
OS90708;Xarope;X-01;Seladora X-01;Corretiva banco;18/02/2022 21:36;19/02/2022 00:59;3,38;23/03/2022 15:48;23/03/2022 19:12;3,4;Mecânica;Corretiva;;;FECH
OS90712;Xarope;X-02;Paletrizadora X-02;Corretiva banco;05/02/2022 02:24;05/02/2022 04:06;1,7;10/02/2022 02:24;10/02/2022 04:06;1,7;Automação;Corretiva;;;FECH
OS90722;Xarope;X-02;Paletrizadora X-02;Corretiva banco;04/01/2022 14:24;04/01/2022 17:24;3;15/01/2022 14:02;15/01/2022 16:48;2,77;Mecânica;Corretiva;;SS48496;FECH
OS90735;Xarope;X-01;Esteira X-01;Corretiva banco;26/02/2022 09:36;26/02/2022 13:35;3,98;28/03/2022 14:58;28/03/2022 19:12;4,23;Automação;Corretiva;;;FECH
OS90738;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;27/02/2022 16:48;27/02/2022 19:04;2,27;04/03/2022 16:48;04/03/2022 19:04;2,27;Automação;Corretiva;;;FECH
OS90740;Xarope;X-02;Seladora X-02;Corretiva banco;13/02/2022 04:48;13/02/2022 08:24;3,6;14/03/2022 02:52;14/03/2022 07:12;4,33;Elétrica;Corretiva;;;FECH
OS90741;Pomadas;P-01;Seladora P-01;Corretiva banco;17/01/2022 04:48;17/01/2022 05:49;1,02;20/02/2022 01:36;20/02/2022 02:24;0,8;Elétrica;Corretiva;;;FECH
OS90742;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;11/01/2022 19:12;11/01/2022 20:57;1,75;21/01/2022 03:31;21/01/2022 04:48;1,28;Elétrica;Corretiva;;;FECH
OS90778;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;20/01/2022 09:36;20/01/2022 13:37;4,02;11/02/2022 07:14;11/02/2022 12:00;4,77;Elétrica;Corretiva;;SS48552;FECH
OS90782;Pomadas;P-02;Envasadora P-02;Corretiva banco;16/01/2022 16:48;16/01/2022 19:43;2,92;18/02/2022 09:04;18/02/2022 12:00;1;Mecânica;Corretiva;;SS48556;FECH
OS90784;Pomadas;P-02;Seladora P-02;Corretiva banco;24/02/2022 12:00;24/02/2022 13:55;1,92;18/03/2022 17:16;18/03/2022 19:12;1,93;Elétrica;Corretiva;;SS48558;FECH
OS90790;Xarope;X-01;Envasadora X-01;Corretiva banco;19/02/2022 09:36;19/02/2022 10:36;1;09/03/2022 17:42;09/03/2022 19:12;1,5;Mecânica;Corretiva;;SS48564;FECH
OS90792;Pomadas;P-02;Esteira P-02;Corretiva banco;11/02/2022 16:48;11/02/2022 19:07;2,32;20/02/2022 19:01;20/02/2022 21:36;2,58;Mecânica;Corretiva;;SS48566;FECH
OS90793;Xarope;X-01;Esteira X-01;Corretiva banco;21/02/2022 14:24;21/02/2022 18:56;4,53;18/03/2022 21:08;19/03/2022 02:24;5,27;Elétrica;Corretiva;;SS48567;FECH
OS90796;Pomadas;P-01;Seladora P-01;Corretiva banco;05/01/2022 21:36;05/01/2022 23:24;1,8;21/01/2022 14:31;21/01/2022 16:48;2,28;Elétrica;Corretiva;;SS48570;FECH
OS90802;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;09/02/2022 16:48;09/02/2022 18:07;1,32;17/02/2022 03:28;17/02/2022 04:48;1,33;Elétrica;Corretiva;;SS48576;FECH
OS90814;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;10/02/2022 09:36;10/02/2022 12:38;3,03;11/03/2022 09:11;11/03/2022 12:00;2,82;Automação;Corretiva;;SS48588;FECH
OS90816;Xarope;X-02;Esteira X-02;Corretiva banco;04/01/2022 02:24;04/01/2022 06:01;3,62;04/02/2022 05:44;04/02/2022 09:36;3,87;Elétrica;Corretiva;;;FECH
OS90831;Pomadas;P-01;Seladora P-01;Corretiva banco;23/01/2022 02:24;23/01/2022 04:33;2,15;19/02/2022 14:38;19/02/2022 16:48;2,17;Elétrica;Corretiva;;;FECH
OS90833;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;15/02/2022 09:36;15/02/2022 13:35;3,98;13/03/2022 22:24;14/03/2022 02:24;4;Mecânica;Corretiva;;;FECH
OS90853;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;15/01/2022 14:24;15/01/2022 18:37;4,22;20/01/2022 14:24;20/01/2022 18:37;4,22;Elétrica;Corretiva;;SS48627;FECH
OS90858;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;23/02/2022 21:36;24/02/2022 00:51;3,25;25/03/2022 15:27;25/03/2022 19:12;3,75;Mecânica;Corretiva;;;FECH
OS90868;Xarope;X-01;Paletrizadora X-01;Corretiva banco;15/01/2022 21:36;16/01/2022 01:17;3,68;23/01/2022 03:44;23/01/2022 07:12;3,47;Elétrica;Corretiva;;SS48642;FECH
OS90919;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;17/01/2022 02:24;17/01/2022 06:21;3,95;23/01/2022 17:09;23/01/2022 21:36;4,45;Mecânica;Corretiva;;;FECH
OS90930;Pomadas;P-01;Esteira P-01;Corretiva banco;31/01/2022 16:48;31/01/2022 20:00;3,2;19/02/2022 03:59;19/02/2022 07:12;3,22;Mecânica;Corretiva;;;FECH
OS90937;Pomadas;P-02;Seladora P-02;Corretiva banco;19/02/2022 07:12;19/02/2022 09:28;2,27;19/03/2022 07:33;19/03/2022 09:36;2,05;Mecânica;Corretiva;;;FECH
OS90949;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;31/01/2022 19:12;31/01/2022 22:23;3,18;03/02/2022 04:29;03/02/2022 07:12;2,72;Mecânica;Corretiva;;;FECH
OS90982;Xarope;X-02;Esteira X-02;Corretiva banco;16/02/2022 21:36;17/02/2022 00:11;2,58;28/02/2022 04:22;28/02/2022 07:12;2,83;Elétrica;Corretiva;;SS48756;FECH
OS90983;Pomadas;P-02;Envasadora P-02;Corretiva banco;24/02/2022 16:48;24/02/2022 18:10;1,37;30/03/2022 03:54;30/03/2022 04:48;0,9;Mecânica;Corretiva;;SS48757;FECH
OS90992;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;12/01/2022 04:48;12/01/2022 06:23;1,58;01/02/2022 10:24;01/02/2022 12:00;1,6;Automação;Corretiva;;SS48766;FECH
OS90995;Pomadas;P-02;Seladora P-02;Corretiva banco;12/02/2022 19:12;12/02/2022 22:19;3,12;21/02/2022 17:45;21/02/2022 21:36;3,85;Elétrica;Corretiva;;SS48769;FECH
OS90999;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;28/02/2022 21:36;01/03/2022 01:46;4,17;02/03/2022 02:47;02/03/2022 07:12;4,42;Mecânica;Corretiva;;SS48773;FECH
OS91002;Xarope;X-01;Seladora X-01;Corretiva banco;16/01/2022 12:00;16/01/2022 16:17;4,28;22/01/2022 18:59;23/01/2022 00:00;5,02;Mecânica;Corretiva;;SS48776;FECH
OS91010;Xarope;X-01;Esteira X-01;Corretiva banco;14/02/2022 09:36;14/02/2022 12:44;3,13;19/02/2022 09:36;19/02/2022 12:44;3,13;Mecânica;Corretiva;;SS48784;FECH
OS91021;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;28/01/2022 12:00;28/01/2022 16:13;4,22;02/02/2022 12:00;02/02/2022 16:13;4,22;Elétrica;Corretiva;;SS48795;FECH
OS91027;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;16/02/2022 14:24;16/02/2022 17:18;2,9;16/03/2022 18:27;16/03/2022 21:36;3,15;Elétrica;Corretiva;;SS48801;FECH
OS91035;Pomadas;P-01;Esteira P-01;Corretiva banco;03/01/2022 14:24;03/01/2022 16:48;2,4;30/01/2022 20:52;31/01/2022 00:00;3,13;Mecânica;Corretiva;;;FECH
OS91046;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;04/02/2022 07:12;04/02/2022 08:18;1,1;04/03/2022 00:48;04/03/2022 02:24;1,6;Automação;Corretiva;;;FECH
OS91052;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;17/01/2022 02:24;17/01/2022 03:59;1,58;18/02/2022 21:41;19/02/2022 00:00;2,32;Automação;Corretiva;;SS48826;FECH
OS91053;Xarope;X-01;Seladora X-01;Corretiva banco;08/02/2022 19:12;08/02/2022 21:14;2,03;26/02/2022 14:31;26/02/2022 16:48;2,28;Mecânica;Corretiva;;SS48827;FECH
OS91067;Pomadas;P-01;Seladora P-01;Corretiva banco;07/01/2022 07:12;07/01/2022 08:51;1,65;28/01/2022 18:01;28/01/2022 19:12;1,18;Mecânica;Corretiva;;SS48841;FECH
OS91068;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;20/02/2022 09:36;20/02/2022 14:32;4,93;03/03/2022 16:10;03/03/2022 21:36;5,43;Elétrica;Corretiva;;SS48842;FECH
OS91073;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;06/02/2022 02:24;06/02/2022 04:33;2,15;23/02/2022 09:50;23/02/2022 12:00;2,17;Mecânica;Corretiva;;SS48847;FECH
OS91075;Xarope;X-02;Esteira X-02;Corretiva banco;03/01/2022 14:24;03/01/2022 17:44;3,33;17/01/2022 22:35;18/01/2022 02:24;3,82;Mecânica;Corretiva;;SS48849;FECH
OS91079;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;31/01/2022 07:12;31/01/2022 10:16;3,07;03/03/2022 10:50;03/03/2022 14:24;3,57;Mecânica;Corretiva;;SS48853;FECH
OS91089;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;07/02/2022 02:24;07/02/2022 04:10;1,77;12/02/2022 02:24;12/02/2022 04:10;1,77;Mecânica;Corretiva;;SS48863;FECH
OS91096;Pomadas;P-02;Seladora P-02;Corretiva banco;10/01/2022 07:12;10/01/2022 10:37;3,42;02/02/2022 10:29;02/02/2022 14:24;3,92;Elétrica;Corretiva;;;FECH
OS91097;Xarope;X-02;Paletrizadora X-02;Corretiva banco;07/01/2022 04:48;07/01/2022 06:44;1,93;15/01/2022 14:51;15/01/2022 16:48;1,95;Automação;Corretiva;;;FECH
OS91114;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;28/01/2022 04:48;28/01/2022 06:17;1,48;02/02/2022 04:48;02/02/2022 06:17;1,48;Mecânica;Corretiva;;SS48888;FECH
OS91122;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;10/01/2022 09:36;10/01/2022 12:59;3,38;26/01/2022 08:22;26/01/2022 12:00;3,63;Mecânica;Corretiva;;;FECH
OS91125;Xarope;X-01;Envasadora X-01;Corretiva banco;13/02/2022 09:36;13/02/2022 13:26;3,83;09/03/2022 00:14;09/03/2022 04:48;4,57;Elétrica;Corretiva;;SS48899;FECH
OS91149;Xarope;X-01;Seladora X-01;Corretiva banco;06/01/2022 09:36;06/01/2022 11:16;1,67;21/01/2022 10:48;21/01/2022 12:00;1,2;Elétrica;Corretiva;;SS48923;FECH
OS91154;Xarope;X-02;Esteira X-02;Corretiva banco;02/02/2022 07:12;02/02/2022 09:34;2,37;16/02/2022 12:01;16/02/2022 14:24;2,38;Mecânica;Corretiva;;SS48928;FECH
OS91167;Pomadas;P-01;Seladora P-01;Corretiva banco;06/02/2022 04:48;06/02/2022 08:00;3,2;02/03/2022 09:15;02/03/2022 12:00;2,75;Mecânica;Corretiva;;;FECH
OS91170;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;10/01/2022 02:24;10/01/2022 07:20;4,93;11/02/2022 16:53;11/02/2022 21:36;4,72;Mecânica;Corretiva;;;FECH
OS91171;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;05/01/2022 16:48;05/01/2022 21:23;4,58;29/01/2022 13:53;29/01/2022 19:12;5,32;Elétrica;Corretiva;;;FECH
OS91175;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;18/01/2022 02:24;18/01/2022 06:25;4,02;03/02/2022 14:55;03/02/2022 19:12;4,28;Elétrica;Corretiva;;;FECH
OS91193;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;09/02/2022 09:36;09/02/2022 11:39;2,05;02/03/2022 05:22;02/03/2022 07:12;1,83;Automação;Corretiva;;;FECH
OS91198;Pomadas;P-01;Seladora P-01;Corretiva banco;16/01/2022 19:12;16/01/2022 23:41;4,48;26/01/2022 19:30;27/01/2022 00:00;4,5;Automação;Corretiva;;;FECH
OS91200;Pomadas;P-02;Esteira P-02;Corretiva banco;12/01/2022 19:12;12/01/2022 22:04;2,87;28/01/2022 22:48;29/01/2022 02:24;3,6;Mecânica;Corretiva;;;FECH
OS91202;Pomadas;P-02;Seladora P-02;Corretiva banco;02/01/2022 16:48;02/01/2022 21:47;4,98;05/02/2022 23:19;06/02/2022 04:48;5,48;Mecânica;Corretiva;;;FECH
OS91204;Xarope;X-02;Envasadora X-02;Corretiva banco;21/02/2022 12:00;21/02/2022 14:08;2,13;28/02/2022 23:47;01/03/2022 02:24;2,62;Elétrica;Corretiva;;;FECH
OS91217;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;14/02/2022 02:24;14/02/2022 03:24;1;20/03/2022 17:42;20/03/2022 19:12;1,5;Elétrica;Corretiva;;SS48991;FECH
OS91222;Pomadas;P-01;Esteira P-01;Corretiva banco;28/01/2022 02:24;28/01/2022 04:23;1,98;09/02/2022 02:19;09/02/2022 04:48;2,48;Mecânica;Corretiva;;SS48996;FECH
OS91227;Pomadas;P-01;Esteira P-01;Corretiva banco;13/01/2022 19:12;13/01/2022 22:49;3,62;17/01/2022 07:39;17/01/2022 12:00;4,35;Mecânica;Corretiva;;SS49001;FECH
OS91235;Pomadas;P-02;Envasadora P-02;Corretiva banco;02/01/2022 04:48;02/01/2022 06:31;1,72;07/01/2022 01:09;07/01/2022 02:24;0,1;Mecânica;Corretiva;;;FECH
OS91239;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;05/01/2022 07:12;05/01/2022 10:24;3,2;28/01/2022 06:37;28/01/2022 09:36;2,98;Mecânica;Corretiva;;SS49013;FECH
OS91240;Xarope;X-01;Seladora X-01;Corretiva banco;17/01/2022 09:36;17/01/2022 10:55;1,32;06/02/2022 19:48;06/02/2022 21:36;1,8;Mecânica;Corretiva;;SS49014;FECH
OS91242;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;10/01/2022 09:36;10/01/2022 11:15;1,65;17/01/2022 17:18;17/01/2022 19:12;1,9;Elétrica;Corretiva;;;FECH
OS91251;Xarope;X-02;Esteira X-02;Corretiva banco;09/02/2022 14:24;09/02/2022 18:10;3,77;17/02/2022 18:04;17/02/2022 21:36;3,53;Automação;Corretiva;;SS49025;FECH
OS91252;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;01/02/2022 12:00;01/02/2022 15:31;3,52;16/02/2022 03:40;16/02/2022 07:12;3,53;Elétrica;Corretiva;;;FECH
OS91254;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;03/02/2022 04:48;03/02/2022 06:25;1,62;24/02/2022 07:29;24/02/2022 09:36;2,12;Mecânica;Corretiva;;SS49028;FECH
OS91263;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;12/02/2022 09:36;12/02/2022 13:50;4,23;15/02/2022 03:25;15/02/2022 07:12;3,78;Automação;Corretiva;;SS49037;FECH
OS91283;Pomadas;P-01;Esteira P-01;Corretiva banco;22/01/2022 09:36;22/01/2022 12:10;2,57;18/02/2022 19:30;18/02/2022 21:36;2,1;Mecânica;Corretiva;;SS49057;FECH
OS91333;Pomadas;P-01;Envasadora P-01;Corretiva banco;13/01/2022 21:36;14/01/2022 01:00;3,4;16/01/2022 04:16;16/01/2022 07:12;2,93;Elétrica;Corretiva;;;FECH
OS91339;Xarope;X-02;Envasadora X-02;Corretiva banco;21/01/2022 16:48;21/01/2022 18:36;1,8;15/02/2022 13:04;15/02/2022 14:24;1,33;Mecânica;Corretiva;;;FECH
OS91341;Xarope;X-01;Paletrizadora X-01;Corretiva banco;02/02/2022 16:48;02/02/2022 18:14;1,43;10/02/2022 03:07;10/02/2022 04:48;1,68;Mecânica;Corretiva;;;FECH
OS91346;Pomadas;P-02;Esteira P-02;Corretiva banco;16/02/2022 09:36;16/02/2022 12:56;3,33;28/02/2022 11:03;28/02/2022 14:24;3,35;Mecânica;Corretiva;;;FECH
OS91353;Pomadas;P-01;Esteira P-01;Corretiva banco;24/02/2022 16:48;24/02/2022 19:58;3,17;01/03/2022 16:48;01/03/2022 19:58;3,17;Mecânica;Corretiva;;;FECH
OS91359;Utilidades;Compressores;Compressor  - GA 55;Corretiva banco;21/01/2022 19:12;21/01/2022 21:01;1,82;26/01/2022 19:12;26/01/2022 21:01;1,82;Mecânica;Corretiva;;;FECH
OS91369;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;14/02/2022 04:48;14/02/2022 07:35;2,78;17/02/2022 19:03;17/02/2022 21:36;2,55;Automação;Corretiva;;;FECH
OS91370;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;25/01/2022 16:48;25/01/2022 21:02;4,23;11/02/2022 09:54;11/02/2022 14:24;4,5;Mecânica;Corretiva;;;FECH
OS91389;Utilidades;Compressores;Compressor  - GA 55;Corretiva banco;05/01/2022 12:00;05/01/2022 15:47;3,78;24/01/2022 00:46;24/01/2022 04:48;4,03;Elétrica;Corretiva;;;FECH
OS91392;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;01/01/2022 16:48;01/01/2022 20:15;3,45;11/01/2022 21:01;12/01/2022 00:00;2,98;Mecânica;Corretiva;;;FECH
OS91398;Pomadas;P-01;Envasadora P-01;Corretiva banco;03/02/2022 19:12;03/02/2022 23:49;4,62;18/02/2022 12:38;18/02/2022 16:48;4,17;Mecânica;Corretiva;;;FECH
OS91402;Xarope;X-01;Paletrizadora X-01;Corretiva banco;01/01/2022 04:48;01/01/2022 06:07;1,32;06/01/2022 04:48;06/01/2022 06:07;1,32;Elétrica;Corretiva;;;FECH
OS91431;Pomadas;P-01;Envasadora P-01;Corretiva banco;27/01/2022 21:36;28/01/2022 01:10;1;02/03/2022 15:51;02/03/2022 19:12;2,5;Mecânica;Corretiva;;SS49205;FECH
OS91436;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;21/02/2022 14:24;21/02/2022 17:02;2,63;16/03/2022 02:24;16/03/2022 04:48;2,4;Mecânica;Corretiva;;SS49210;FECH
OS91439;Xarope;X-01;Envasadora X-01;Corretiva banco;15/02/2022 19:12;15/02/2022 23:32;4,33;22/03/2022 02:08;22/03/2022 07:12;5,07;Mecânica;Corretiva;;;FECH
OS91450;Pomadas;P-01;Esteira P-01;Corretiva banco;09/01/2022 21:36;10/01/2022 01:37;4,02;05/02/2022 07:43;05/02/2022 12:00;4,28;Mecânica;Corretiva;;SS49224;FECH
OS91454;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;19/01/2022 16:48;19/01/2022 18:59;2,18;27/01/2022 16:46;27/01/2022 19:12;2,43;Elétrica;Corretiva;;SS49228;FECH
OS91464;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;14/01/2022 04:48;14/01/2022 07:14;2,43;26/01/2022 18:40;26/01/2022 21:36;2,93;Elétrica;Corretiva;;SS49238;FECH
OS91466;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;06/02/2022 16:48;06/02/2022 18:15;1,45;12/02/2022 12:56;12/02/2022 14:24;1,47;Mecânica;Corretiva;;SS49240;FECH
OS91469;Xarope;X-02;Seladora X-02;Corretiva banco;26/02/2022 19:12;27/02/2022 00:12;5;03/03/2022 19:12;04/03/2022 00:12;5;Mecânica;Corretiva;;SS49243;FECH
OS91472;Pomadas;P-02;Paletrizadora P-02;Corretiva banco;06/02/2022 12:00;06/02/2022 13:37;1,62;18/02/2022 22:07;19/02/2022 00:00;1,88;Mecânica;Corretiva;;SS49246;FECH
OS91477;Pomadas;P-02;Esteira P-02;Corretiva banco;21/02/2022 21:36;21/02/2022 22:46;1,17;18/03/2022 12:44;18/03/2022 14:24;1,67;Elétrica;Corretiva;;SS49251;FECH
OS91484;Pomadas;P-01;Seladora de pacotes P-01;Corretiva banco;16/02/2022 16:48;16/02/2022 18:59;2,18;17/03/2022 11:44;17/03/2022 14:24;2,67;Elétrica;Corretiva;;SS49258;FECH
OS91486;Pomadas;P-01;Envasadora P-01;Corretiva banco;10/02/2022 21:36;11/02/2022 02:09;4,55;13/03/2022 07:26;13/03/2022 12:00;4,57;Elétrica;Corretiva;;SS49260;FECH
OS91487;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;21/01/2022 12:00;21/01/2022 16:04;4,07;08/02/2022 10:33;08/02/2022 14:24;3,85;Automação;Corretiva;;SS49261;FECH
OS91513;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;13/02/2022 04:48;13/02/2022 06:43;1,92;17/03/2022 14:24;17/03/2022 16:48;2,4;Mecânica;Corretiva;;SS49287;FECH
OS91524;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;19/02/2022 16:48;19/02/2022 21:10;4,37;10/03/2022 09:47;10/03/2022 14:24;4,62;Elétrica;Corretiva;;SS49298;FECH
OS91529;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;02/01/2022 14:24;02/01/2022 18:25;4,02;26/01/2022 17:05;26/01/2022 21:36;4,52;Elétrica;Corretiva;;SS49303;FECH
OS91542;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;07/01/2022 04:48;07/01/2022 06:56;2,13;27/01/2022 22:20;28/01/2022 00:00;1,67;Mecânica;Corretiva;;SS49316;FECH
OS91548;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;16/01/2022 07:12;16/01/2022 08:15;1,05;18/02/2022 01:49;18/02/2022 02:24;0,58;Elétrica;Corretiva;;SS49322;FECH
OS91552;Pomadas;P-01;Seladora de pacotes P-01;Corretiva banco;25/02/2022 09:36;25/02/2022 11:13;1,62;26/02/2022 17:34;26/02/2022 19:12;1,63;Mecânica;Corretiva;;SS49326;FECH
