ID;Centro de Custo;Data Registro;Hora do registro;Vlr. Unit.;Qtde; Valor ;Material;Texto breve material;Local;Tipo
10081092;40027;10/06/2021;21:06:06;R$ 15.889,28;1;R$ 15.889,28;85001797;PLACA A02SSH30607;REM01-2000-2200-X000005;Corretiva
10081093;40002;14/06/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081094;40031;16/06/2021;07:42:28;R$ 359,20;1;R$ 359,20;85002065;CHAPA POL,CRISTAL,ESP 10MM,5800X2100MM;REM01-3000-3200-T000001;Corretiva
10081095;40001;19/06/2021;20:59:30;R$ 447,06;1;R$ 447,06;85002007;ALOJAMENTO/DES CCC26082;REM01-1000-1100-E000001;Planejada
10081096;40002;21/06/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081097;40002;28/06/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081098;40002;05/07/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081099;40024;07/07/2021;15:02:04;R$ 8.542,29;1;R$ 8.542,29;85001790;MORDENTE,8741698;REM01-2000-2200-X000002;Corretiva
10081100;40002;12/07/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081101;40002;19/07/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081102;40017;22/07/2021;01:38:34;R$ 1.950,00;12;R$ 23.400,00;85001791;MANDRIL,984173;REM01-2000-2100-X000001;Planejada
10081103;40002;26/07/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081104;40003;01/08/2021;05:08:17;R$ 702,51;1;R$ 702,51;85002069;VALVULA,DO SCL,NORDSON/1056119;REM01-1000-1100-E000003;Corretiva
10081105;40002;02/08/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081106;40013;02/08/2021;19:40:45;R$ 6.850,71;1;R$ 6.850,71;85001834;TRANSMISSOR PRESSAO,DANFOSS/060G3215;REM01-1000-1200-F000001;Corretiva
10081107;40007;02/08/2021;08:37:55;R$ 592,28;1;R$ 592,28;85002096;ROLAMENTO 3308/C3 DIN 62 8;REM01-1000-1200-E000001;Corretiva
10081108;40012;02/08/2021;08:11:05;R$ 535,28;1;R$ 535,28;85002122;HASTE,DA ECT,/DES CF-C24-006;REM01-1000-1200-E000006;Corretiva
10079173;40007;31/03/2019;20:56:56;R$ 268,35;1;R$ 268,35;85002274;VALV. PNEUM REG FLUX/GR-1/8-B;REM01-1000-1200-E000001;Corretiva
10081110;40017;03/08/2021;06:21:46;R$ 549,85;1;R$ 549,85;85002113;PONTE RETIFICADORA/8264635;REM01-2000-2100-X000001;Corretiva
10081111;40023;03/08/2021;14:47:41;R$ 343,04;1;R$ 343,04;85002219;CORREIA SINCRON,METALMOR/1010AT10 16MMPU;REM01-2000-2200-X000001;Corretiva
10081112;40009;03/08/2021;07:52:11;R$ 310,82;1;R$ 310,82;85002065;CHAPA POL,CRISTAL,ESP 10MM,5800X2100MM;REM01-1000-1200-E000003;Corretiva
10079848;40024;11/01/2020;09:33:38;R$ 5,41;1;R$ 5,41;85002526;"PARAF SEXTAV,NC5/16X1 1/2"",AISI304";REM01-2000-2200-X000002;Corretiva
10081114;40001;04/08/2021;02:41:59;R$ 1.222,32;1;R$ 1.222,32;85001962;ANEL VED. 58X72X12MM;REM01-1000-1100-E000001;Planejada
10081115;40017;05/08/2021;23:26:37;R$ 1.368,99;1;R$ 1.368,99;85001936;MOLA,DA EVS,/DES CI-C26-016;REM01-2000-2100-X000001;Corretiva
10081116;40017;05/08/2021;19:22:16;R$ 977,15;1;R$ 977,15;85002004;CORREIA SINCR./195DT;REM01-2000-2100-X000001;Corretiva
10081377;40006;03/03/2022;03:44:57;R$ 1.800,00;1;R$ 1.800,00;85001795;BRAÇO EVS/VVG3G-K;REM01-1000-1100-E000006;Corretiva
10081118;40015;06/08/2021;17:41:50;R$ 849,42;1;R$ 849,42;85002032;CABO COBRE,PAN/KMAT 400GRC 1KV 4MM2;REM01-1000-2200-F000001;Planejada
10081119;40007;06/08/2021;08:48:46;R$ 655,24;1;R$ 655,24;85001901;TRANSISTOR,CAN N,IC MAX 34A,800V RUPT;REM01-1000-1200-E000001;Corretiva
10081120;40030;06/08/2021;21:42:16;R$ 633,56;1;R$ 633,56;85001922;BASE,DA EVS,GEFERPLAS/DES CI-C26-107;REM01-3000-3100-C000002;Corretiva
10081121;40001;06/08/2021;20:49:52;R$ 447,06;1;R$ 447,06;85002007;ALOJAMENTO/DES CCC26082;REM01-1000-1100-E000001;Corretiva
10081122;40014;06/08/2021;15:27:01;R$ 400,10;1;R$ 400,10;85002190;TERMINAL ROT,STEEL PRINT/RFD M8X1;REM01-1000-1200-F000002;Corretiva
10081123;40026;08/08/2021;22:58:42;R$ 2.516,01;1;R$ 2.516,01;85001885;CARRO FERRAMENTAS,MARCON/CR-56;REM01-2000-2200-X000004;Corretiva
10081124;40002;09/08/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081125;40026;10/08/2021;09:26:01;R$ 548,62;1;R$ 548,62;85001982;LACRE PLAST. SEG./ PERS. 2;REM01-2000-2200-X000004;Corretiva
10081126;40024;10/08/2021;19:19:51;R$ 285,21;1;R$ 285,21;85002259;ROLAMENTO INA LBBR 20-2L SN.P/;REM01-2000-2200-X000002;Corretiva
10079721;40001;25/11/2019;01:20:56;R$ 738,53;1;R$ 738,53;85002057;EIXO/308-1301-A;REM01-1000-1100-E000001;Planejada
10081128;40014;11/08/2021;16:28:36;R$ 523,18;1;R$ 523,18;85002126;GAXETA,UHMW/AISI316;REM01-1000-1200-F000002;Corretiva
10081129;40008;11/08/2021;19:32:06;R$ 289,89;1;R$ 289,89;85002052;COMPENSADOR,FESTO/VAL-1/4BSP-20;REM01-1000-1200-E000002;Corretiva
10080690;40022;07/07/2020;04:59:54;R$ 339,43;1;R$ 339,43;85002221;GRAXA,ROCOL/SAPPHIRE AGUA-2;REM01-2000-2100-X000006;Corretiva
10081131;40002;16/08/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081132;40007;16/08/2021;21:31:03;R$ 7.546,23;1;R$ 7.546,23;85001830;BOMBA DOSADORA/DLX-MA;REM01-1000-1200-E000001;Corretiva
10081133;40018;18/08/2021;19:39:39;R$ 338,39;1;R$ 338,39;85002281;CILINDRO NORM.DSBC-32-25-PPVA-N3;REM01-2000-2100-X000002;Planejada
10081134;40001;22/08/2021;21:54:02;R$ 329,71;1;R$ 329,71;85002002;GAXETA/SV001914 70SHA;REM01-1000-1100-E000001;Corretiva
10081135;40002;23/08/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081136;40003;26/08/2021;16:34:21;R$ 2.848,87;1;R$ 2.848,87;85001877;CARRO,DO ENC,IMSB/009415;REM01-1000-1100-E000003;Corretiva
10081137;40028;26/08/2021;19:54:02;R$ 478,91;1;R$ 478,91;85002156;TERMINAL ROTULA,IMETEX/DIN648 EJL10;REM01-2000-2200-X000006;Corretiva
10081138;40008;27/08/2021;22:17:56;R$ 494,55;1;R$ 494,55;85002148;MANOMETRO CIRC,FESTO/MA-50-10-R1/4-E-RG;REM01-1000-1200-E000002;Corretiva
10081139;40023;27/08/2021;18:47:14;R$ 417,40;1;R$ 417,40;85002180;"FACA,7"",ACO CROMO VANADIO,GEDORE/091837";REM01-2000-2200-X000001;Corretiva
10081140;40013;28/08/2021;22:16:10;R$ 3.543,58;1;R$ 3.543,58;85001863;OLEO,MOBIL/SHC-632 20L;REM01-1000-1200-F000001;Planejada
10080747;40014;14/08/2020;18:46:34;R$ 432,54;1;R$ 432,54;85002098;SENSOR FOTOELET/WL12-2P430;REM01-1000-1200-F000002;Corretiva
10081142;40002;30/08/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081143;40030;31/08/2021;21:31:00;R$ 580,00;1;R$ 580,00;85002100;ROLAMENTO ROLOS CILIND,SKF/NU 210 EC JC3;REM01-3000-3100-C000002;Corretiva
10080783;40017;02/09/2020;21:50:31;R$ 943,27;1;R$ 943,27;85002012;CHAVE SEG/3NA,S/BOB;REM01-2000-2100-X000001;Corretiva
10081145;40002;02/09/2021;09:38:35;R$ 383,74;1;R$ 383,74;85001899;CARRETEL,SHIGA/PR01986FR028,5;REM01-1000-1100-E000002;Corretiva
10081146;40030;03/09/2021;19:10:20;R$ 1.588,12;1;R$ 1.588,12;85001927;CORREIA;REM01-3000-3100-C000002;Corretiva
10081147;40002;03/09/2021;22:38:45;R$ 656,04;1;R$ 656,04;85001922;BASE,DA EVS,GEFERPLAS/DES CI-C26-107;REM01-1000-1100-E000002;Corretiva
10079284;40017;22/04/2019;05:58:09;R$ 265,97;1;R$ 265,97;85002274;VALV. PNEUM REG FLUX/GR-1/8-B;REM01-2000-2100-X000001;Planejada
10081149;40030;04/09/2021;20:39:25;R$ 2.835,68;1;R$ 2.835,68;85001878;GUIA DESLOC LIN,2 CAR,THK/HSR25A1SS220MM;REM01-3000-3100-C000002;Corretiva
10081150;40001;04/09/2021;15:32:51;R$ 1.500,69;1;R$ 1.500,69;85001939;PISTAO EVS/101042;REM01-1000-1100-E000001;Corretiva
10081151;40002;06/09/2021;19:55:48;R$ 6.261,90;1;R$ 6.261,90;85001805;TINTA,200260323;REM01-1000-1100-E000002;Corretiva
10081152;40012;06/09/2021;06:07:03;R$ 536,80;1;R$ 536,80;85002120;ROLAMENTO AUTOCOMP ESF,SKF/2202E 2RS TN9;REM01-1000-1200-E000006;Corretiva
10081153;40017;06/09/2021;01:20:51;R$ 291,12;1;R$ 291,12;85002156;TERMINAL ROTULA,IMETEX/DIN648 EJL10;REM01-2000-2100-X000001;Corretiva
10081154;40002;06/09/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081155;40012;07/09/2021;10:29:23;R$ 399,63;1;R$ 399,63;85002191;BUCHA ESF DES LINEAR,INA/KH 1630;REM01-1000-1200-E000006;Corretiva
10081156;40002;07/09/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081157;40008;08/09/2021;10:50:40;R$ 4.275,56;1;R$ 4.275,56;85001809;PISSETA,PLASTICO,500ML,BRAND/144085;REM01-1000-1200-E000002;Planejada
10081158;40021;09/09/2021;21:06:48;R$ 1.064,55;1;R$ 1.064,55;85001982;LACRE PLAST. SEG./ PERS. 2;REM01-2000-2100-X000005;Corretiva
10081159;40012;09/09/2021;14:03:15;R$ 615,24;1;R$ 615,24;85002089;BICO SOPRADOR LEQUE SILVENT/920A V2 BSP;REM01-1000-1200-E000006;Corretiva
10079181;40023;01/04/2019;00:18:02;R$ 5,85;1;R$ 5,85;85002301;MANG. FESTO PUN-6 X 1,0;REM01-2000-2200-X000001;Planejada
10081161;40001;11/09/2021;12:03:10;R$ 326,80;1;R$ 326,80;85002002;GAXETA/SV001914 70SHA;REM01-1000-1100-E000001;Corretiva
10081162;40017;11/09/2021;20:11:35;R$ 320,10;1;R$ 320,10;85002240;TINTA,ESP PISOS/ESP I 250 VD ESC 3,460G;REM01-2000-2100-X000001;Planejada
10081163;40013;12/09/2021;15:26:24;R$ 2.981,13;1;R$ 2.981,13;85001833;CHAPA PETG, ESP 6MM;REM01-1000-1200-F000001;Corretiva
10081164;40019;13/09/2021;21:56:08;R$ 737,90;1;R$ 737,90;85001952;PINO,ZG USINAGEM/PIZG607;REM01-2000-2100-X000003;Planejada
10081165;40001;13/09/2021;19:39:29;R$ 535,00;1;R$ 535,00;85002116;VENTOSA,20MM,3/8BSP,SOVEDACOES/SV 716001;REM01-1000-1100-E000001;Planejada
10081166;40021;13/09/2021;08:06:26;R$ 514,94;1;R$ 514,94;85002091;DOBRADICA,PIN FIX,INOX,4X3POL,RET;REM01-2000-2100-X000005;Corretiva
10081167;40002;13/09/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081168;40001;14/09/2021;06:08:55;R$ 399,44;1;R$ 399,44;85002237;CILINDRO PNEUM,FESTO/ADVUL-20-10-P-A;REM01-1000-1100-E000001;Corretiva
10080806;40029;14/09/2020;19:28:48;R$ 584,33;1;R$ 584,33;85002098;SENSOR FOTOELET/WL12-2P430;REM01-3000-3100-C000001;Corretiva
10081170;40002;14/09/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081171;40001;15/09/2021;21:08:32;R$ 330,66;1;R$ 330,66;85002002;GAXETA/SV001914 70SHA;REM01-1000-1100-E000001;Corretiva
10081172;40024;16/09/2021;21:45:56;R$ 1.241,46;1;R$ 1.241,46;85001923;REPARO,MIKAL/PR02256;REM01-2000-2200-X000002;Corretiva
10081173;40016;16/09/2021;21:46:58;R$ 726,91;1;R$ 726,91;85001935;CORTA,DA ECH,/DES CH-C26-091;REM01-1000-2200-F000002;Corretiva
10081174;40002;16/09/2021;14:36:16;R$ 517,87;1;R$ 517,87;85001987;BICO,DO SCL,NORDSON/220024;REM01-1000-1100-E000002;Corretiva
10081130;40020;14/08/2021;04:59:54;R$ 339,43;1;R$ 339,43;85002221;GRAXA,ROCOL/SAPPHIRE AGUA-2;REM01-2000-2100-X000004;Corretiva
10081176;40002;20/09/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081177;40002;21/09/2021;19:10:44;R$ 2.611,80;1;R$ 2.611,80;85001802;ANEL O,8X2,50MM;REM01-1000-1100-E000002;Corretiva
10081178;40011;21/09/2021;20:29:10;R$ 573,70;1;R$ 573,70;85002102;TAMPA,IMSB/011278;REM01-1000-1200-E000005;Corretiva
10081179;40001;21/09/2021;18:54:46;R$ 490,19;1;R$ 490,19;85002002;GAXETA/SV001914 70SHA;REM01-1000-1100-E000001;Corretiva
10081180;40001;21/09/2021;19:51:56;R$ 326,93;1;R$ 326,93;85002002;GAXETA/SV001914 70SHA;REM01-1000-1100-E000001;Corretiva
10081181;40002;21/09/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081182;40008;22/09/2021;15:01:19;R$ 3.995,72;1;R$ 3.995,72;85001856;OLEO,MOBIL/SHC-632 20L;REM01-1000-1200-E000002;Corretiva
10081183;40012;23/09/2021;19:53:07;R$ 431,24;1;R$ 431,24;85002192;CILINDRO PNEUM,FESTO/DNC-32-130-PPV;REM01-1000-1200-E000006;Corretiva
10081184;40024;23/09/2021;21:42:22;R$ 994,74;1;R$ 994,74;85002000;SUPORTE,COESIA/1360390141003014;REM01-2000-2200-X000002;Corretiva
10079286;40015;22/04/2019;21:53:57;R$ 6,32;1;R$ 6,32;85002301;MANG. FESTO PUN-6 X 1,0;REM01-1000-2200-F000001;Corretiva
10079821;40029;08/01/2020;19:40:43;R$ 135,99;1;R$ 135,99;85002274;VALV. PNEUM REG FLUX/GR-1/8-B;REM01-3000-3100-C000001;Corretiva
10081187;40006;25/09/2021;19:20:18;R$ 330,60;1;R$ 330,60;85002227;CAMISA,FEM,KELNATA/CAMFEMBRMALHAPIQUETP;REM01-1000-1100-E000006;Corretiva
10081188;40008;26/09/2021;21:22:36;R$ 1.375,48;1;R$ 1.375,48;85001953;ROLO APOIO,INA/NATR 17;REM01-1000-1200-E000002;Planejada
10081189;40001;27/09/2021;21:33:09;R$ 45,00;90;R$ 4.050,00;85001794;ROL. 6004 2RS;REM01-1000-1100-E000001;Planejada
10081190;40001;27/09/2021;21:33:09;R$ 45,00;90;R$ 4.050,00;85001794;ROL. 6004 2RS;REM01-1000-1100-E000001;Planejada
10081192;40002;27/09/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081193;40002;28/09/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081194;40001;29/09/2021;20:37:56;R$ 568,56;1;R$ 568,56;85001936;MOLA,DA EVS,/DES CI-C26-016;REM01-1000-1100-E000001;Corretiva
10081195;40019;29/09/2021;15:27:01;R$ 400,10;1;R$ 400,10;85002189;TERMINAL ROT,STEEL PRINT/RMD M8X1,25;REM01-2000-2100-X000003;Corretiva
10081196;40026;30/09/2021;18:26:39;R$ 770,26;1;R$ 770,26;85001935;CORTA,DA ECH,/DES CH-C26-091;REM01-2000-2200-X000004;Corretiva
10081197;40001;30/09/2021;12:07:05;R$ 326,80;1;R$ 326,80;85002002;GAXETA/SV001914 70SHA;REM01-1000-1100-E000001;Planejada
10081198;40007;01/10/2021;20:25:10;R$ 4.110,80;1;R$ 4.110,80;85001852;MANIPULO,TEC SUL/9611700632;REM01-1000-1200-E000001;Corretiva
10081199;40008;01/10/2021;11:44:54;R$ 570,97;1;R$ 570,97;85002095;ESTATOR,NETZSCH/NDB4958989;REM01-1000-1200-E000002;Planejada
10081200;40033;02/10/2021;07:25:41;R$ 1.086,00;1;R$ 1.086,00;85001987;BICO,DO SCL,NORDSON/220024;REM01-3000-3300-C000001;Corretiva
10081201;40008;02/10/2021;05:43:12;R$ 453,73;1;R$ 453,73;85002120;ROLAMENTO AUTOCOMP ESF,SKF/2202E 2RS TN9;REM01-1000-1200-E000002;Planejada
10081202;40021;03/10/2021;03:23:18;R$ 745,08;1;R$ 745,08;85001899;CARRETEL,SHIGA/PR01986FR028,5;REM01-2000-2100-X000005;Corretiva
10081203;40020;03/10/2021;13:44:43;R$ 545,91;1;R$ 545,91;85002115;"SEDE,DA VALV,RTS/NITRILICA FIG 609 4""";REM01-2000-2100-X000004;Corretiva
10081204;40023;04/10/2021;04:59:24;R$ 570,97;1;R$ 570,97;85002095;ESTATOR,NETZSCH/NDB4958989;REM01-2000-2200-X000001;Planejada
10081205;40002;04/10/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10080147;40029;16/02/2020;19:29:26;R$ 268,35;1;R$ 268,35;85002274;VALV. PNEUM REG FLUX/GR-1/8-B;REM01-3000-3100-C000001;Corretiva
10081207;40015;05/10/2021;16:34:21;R$ 469,67;1;R$ 469,67;85002159;SANFONA,DO ENC,IMSB/018837;REM01-1000-2200-F000001;Planejada
10081208;40002;05/10/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081209;40001;06/10/2021;01:50:05;R$ 1.708,65;1;R$ 1.708,65;85001916;RELE/P2HZ X3-24VCC;REM01-1000-1100-E000001;Planejada
10081210;40028;06/10/2021;18:24:47;R$ 615,03;1;R$ 615,03;85002090;HASTE,DA EVS,/DES CFC 26067;REM01-2000-2200-X000006;Planejada
10080845;40002;08/10/2020;21:14:20;R$ 499,61;1;R$ 499,61;85002144;CORRENTE TRANS./SI,ASA 35,S;REM01-1000-1100-E000002;Corretiva
10081212;40008;08/10/2021;20:12:18;R$ 479,30;1;R$ 479,30;85002136;RETENTOR,28X42X5MM,VEDACOES/SV 201903;REM01-1000-1200-E000002;Planejada
10081213;40031;09/10/2021;14:18:04;R$ 571,08;1;R$ 571,08;85002106;ELEMENTO FILT,AR,FESTO/532910;REM01-3000-3200-T000001;Corretiva
10081214;40012;10/10/2021;17:38:04;R$ 488,88;1;R$ 488,88;85002071;ROLAMENTO AUTOCOMP ESF,SKF/2200 2RS;REM01-1000-1200-E000006;Planejada
10081215;40014;11/10/2021;16:16:04;R$ 881,90;1;R$ 881,90;85002028;VALVULA PNEU /52A11DOADM;REM01-1000-1200-F000002;Planejada
10081216;40002;11/10/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081217;40008;12/10/2021;18:37:43;R$ 296,20;1;R$ 296,20;85002252;AMORTECEDOR HIDRAULICO,M10X1,SMC/RBC1007;REM01-1000-1200-E000002;Planejada
10081218;40002;12/10/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081219;40007;14/10/2021;21:46:34;R$ 987,43;1;R$ 987,43;85002001;EJETOR/E01232WM;REM01-1000-1200-E000001;Corretiva
10081220;40016;15/10/2021;17:35:43;R$ 7.182,45;1;R$ 7.182,45;85001802;ANEL O,8X2,50MM;REM01-1000-2200-F000002;Planejada
10081221;40023;15/10/2021;20:32:06;R$ 527,88;1;R$ 527,88;85001982;LACRE PLAST. SEG./ PERS. 2;REM01-2000-2200-X000001;Corretiva
10081222;40016;15/10/2021;21:48:38;R$ 291,25;1;R$ 291,25;85002254;FONTE ALIM,MONOF,SAIDA 24VCC,LR/S10024;REM01-1000-2200-F000002;Planejada
10081223;40026;16/10/2021;17:58:58;R$ 308,50;1;R$ 308,50;85001962;ANEL VED. 58X72X12MM;REM01-2000-2200-X000004;Corretiva
10081224;40007;18/10/2021;06:31:03;R$ 370,65;1;R$ 370,65;85001831;SERVO,YASKAWA/SGMAH02AAF41;REM01-1000-1200-E000001;Corretiva
10081225;40002;18/10/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081226;40001;19/10/2021;18:53:03;R$ 1.236,13;1;R$ 1.236,13;85001962;ANEL VED. 58X72X12MM;REM01-1000-1100-E000001;Corretiva
10080148;40029;16/02/2020;19:29:26;R$ 268,35;1;R$ 268,35;85002274;VALV. PNEUM REG FLUX/GR-1/8-B;REM01-3000-3100-C000001;Corretiva
10081228;40004;19/10/2021;16:10:06;R$ 329,95;1;R$ 329,95;85002225;ATUADOR PNEUMATICO MEMBRANA,FESTO/151993;REM01-1000-1100-E000004;Corretiva
10079009;40023;15/01/2019;18:46:11;R$ 108,90;1;R$ 108,90;85002327;TARUGO AL,RED,3/4POL,500MM;REM01-2000-2200-X000001;Corretiva
10081230;40002;19/10/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081169;40029;14/09/2021;19:28:48;R$ 584,33;1;R$ 584,33;85002098;SENSOR FOTOELET/WL12-2P430;REM01-3000-3100-C000001;Corretiva
10081232;40002;23/10/2021;15:04:28;R$ 8.523,76;1;R$ 8.523,76;85001810;COXIM/MGB00500;REM01-1000-1100-E000002;Corretiva
10079020;40018;17/01/2019;19:01:54;R$ 1.109,47;1;R$ 1.109,47;85001811;ROLO COMANDO/KR 40 PP;REM01-2000-2100-X000002;Planejada
10081234;40012;24/10/2021;21:44:16;R$ 690,01;1;R$ 690,01;85002074;TINTA,CZ,LAT 3,6L,INTERGARD2002N6,53,6L;REM01-1000-1200-E000006;Corretiva
10081235;40002;25/10/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081236;40023;26/10/2021;20:27:16;R$ 599,00;1;R$ 599,00;85002093;ELEMENTO FILTRANTE,HIDRAFIL/5 PP 9 3/4;REM01-2000-2200-X000001;Corretiva
10081237;40002;26/10/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081238;40006;27/10/2021;13:16:11;R$ 275,38;1;R$ 275,38;85002267;COTOVELO TUBO/MACHO,FESTO/190661;REM01-1000-1100-E000006;Planejada
10081239;40026;29/10/2021;05:13:32;R$ 357,62;1;R$ 357,62;85002213;TRINCO,DA EVS,/DES CI-C26-030;REM01-2000-2200-X000004;Corretiva
10081240;40009;31/10/2021;05:42:39;R$ 951,30;1;R$ 951,30;85002010;AVENTAL,BR,TAM P,1 BOLSO INT/2 INF;REM01-1000-1200-E000003;Planejada
10081241;40017;31/10/2021;20:12:50;R$ 835,00;1;R$ 835,00;85002038;RESINA /T4000FNCZCO;REM01-2000-2100-X000001;Corretiva
10081242;40029;31/10/2021;02:10:17;R$ 543,75;1;R$ 543,75;85001982;LACRE PLAST. SEG./ PERS. 2;REM01-3000-3100-C000001;Planejada
10080445;40002;25/03/2020;22:16:59;R$ 130,18;1;R$ 130,18;85002274;VALV. PNEUM REG FLUX/GR-1/8-B;REM01-1000-1100-E000002;Planejada
10081244;40002;01/11/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081245;40002;08/11/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081246;40017;15/11/2021;01:38:34;R$ 1.950,00;1;R$ 1.950,00;85001791;MANDRIL,984173;REM01-2000-2100-X000001;Corretiva
10081247;40002;15/11/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10079559;40005;06/08/2019;05:46:22;R$ 1.649,20;1;R$ 1.649,20;85001921;BAÇO EVS/QF5110151;REM01-1000-1100-E000005;Planejada
10081249;40002;22/11/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081250;40024;25/11/2021;15:02:04;R$ 8.542,29;1;R$ 8.542,29;85001790;MORDENTE,8741698;REM01-2000-2200-X000002;Corretiva
10081251;40009;27/11/2021;22:44:49;R$ 13.246,78;1;R$ 13.246,78;85001812;HM,2711PK6C;REM01-1000-1200-E000003;Corretiva
10081252;40002;29/11/2021;15:09:00;R$ 67,48;3;R$ 202,44;85001808;ORING 78149;REM01-1000-1100-E000001;Planejada
10081253;40026;01/12/2021;14:20:01;R$ 573,64;1;R$ 573,64;85002103;VENTOSA,55MM,1/4BSP,FESTO/35421;REM01-2000-2200-X000004;Planejada
10081254;40007;01/12/2021;19:37:08;R$ 312,28;1;R$ 312,28;85002242;CABO P/SENSOR,FESTO/159420;REM01-1000-1200-E000001;Planejada
10081255;40007;02/12/2021;12:46:04;R$ 1.599,42;1;R$ 1.599,42;85001925;APOIO,/DES CIC 44006 POS B;REM01-1000-1200-E000001;Planejada
10081256;40004;03/12/2021;20:00:29;R$ 544,61;1;R$ 544,61;85001919;GAXETA,SEC ESP,22X30X7MM;REM01-1000-1100-E000004;Corretiva
10080377;40023;15/03/2020;18:46:11;R$ 108,90;1;R$ 108,90;85002327;TARUGO AL,RED,3/4POL,500MM;REM01-2000-2200-X000001;Corretiva
10079166;40014;29/03/2019;02:46:37;R$ 190,75;1;R$ 190,75;85002528;PARAFUSO,DA EVS,/DES CI-C26-021;REM01-1000-1200-F000002;Corretiva
10081259;40006;04/12/2021;18:38:58;R$ 3.243,75;1;R$ 3.243,75;85001867;CORREIA,APLIPACK/71739572;REM01-1000-1100-E000006;Corretiva
10081260;40008;04/12/2021;19:33:52;R$ 543,04;1;R$ 543,04;85002116;VENTOSA,20MM,3/8BSP,SOVEDACOES/SV 716001;REM01-1000-1200-E000002;Corretiva
10080557;40016;09/05/2020;20:21:34;R$ 268,35;1;R$ 268,35;85002274;VALV. PNEUM REG FLUX/GR-1/8-B;REM01-1000-2200-F000002;Planejada
10079929;40008;25/01/2020;05:22:25;R$ 16,85;1;R$ 16,85;85002301;MANG. FESTO PUN-6 X 1,0;REM01-1000-1200-E000002;Corretiva
